GEN UID,Bus ID,Unit Type,Fuel,MW Inj,MVAR Inj,V Setpoint p.u.,PMax MW,PMin MW,QMax MVAR,QMin MVAR,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fuel Price $/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,capex1,capex2,capex3,fuel_cost1,fuel_cost2,fuel_cost3,fixed_ops1,fixed_ops2,fixed_ops3,var_ops1,var_ops2,var_ops3
ct_fe_8_2-c,8,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_8_3-c,8,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_15_1-c,15,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_15_3-c,15,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_17_1-c,17,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_17_2-c,17,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_17_3-c,17,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_18_1-c,18,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_18_2-c,18,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_18_3-c,18,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_19_1-c,19,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_19_2-c,19,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_19_3-c,19,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_23_1-c,23,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_23_2-c,23,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_23_3-c,23,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_32_1-c,32,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_32_2-c,32,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_32_3-c,32,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_33_1-c,33,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_33_2-c,33,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_33_3-c,33,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_35_1-c,35,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_35_2-c,35,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_35_3-c,35,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_36_1-c,36,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_40_1-c,40,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_40_2-c,40,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_40_3-c,40,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_42_1-c,42,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_42_2-c,42,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_42_3-c,42,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_43_3-c,43,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_44_3-c,44,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_49_1-c,49,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_49_2-c,49,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_54_1-c,54,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_54_2-c,54,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_58_1-c,58,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_58_2-c,58,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_58_3-c,58,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_61_1-c,61,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_61_2-c,61,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_61_3-c,61,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_63_1-c,63,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_63_2-c,63,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_63_3-c,63,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_65_1-c,65,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_65_2-c,65,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_65_3-c,65,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_66_1-c,66,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_66_2-c,66,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_66_3-c,66,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_74_2-c,74,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_78_1-c,78,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_78_3-c,78,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_79_1-c,79,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_79_2-c,79,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_79_3-c,79,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_81_1-c,81,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_81_2-c,81,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_81_3-c,81,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_90_1-c,90,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_90_2-c,90,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_90_3-c,90,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_91_1-c,91,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_91_2-c,91,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_91_3-c,91,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_93_2-c,93,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_98_1-c,98,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_98_2-c,98,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_98_3-c,98,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_99_1-c,99,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_99_2-c,99,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_99_3-c,99,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_107_2-c,107,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_107_3-c,107,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_110_2-c,110,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_110_3-c,110,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_111_1-c,111,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_111_2-c,111,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_112_1-c,112,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_112_2-c,112,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_112_3-c,112,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_113_1-c,113,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_113_2-c,113,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_113_3-c,113,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_115_1-c,115,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_115_2-c,115,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_115_3-c,115,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_118_1-c,118,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_118_2-c,118,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_118_3-c,118,CT,G,,,1,992.0,297.6,,,8,6,,,,,,,,0,1,0,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
