,bus_num,fips_code
0,1001,48135
1,1002,48377
2,1003,48033
3,1004,48033
4,1005,48227
5,1006,48227
6,1007,48109
7,1008,48371
8,1009,48371
9,1010,48377
10,1011,48377
11,1012,48443
12,1013,48493
13,1014,48389
14,1015,48243
15,1016,48383
16,1017,48135
17,1018,48135
18,1019,48329
19,1020,48227
20,1021,48227
21,1022,48033
22,1023,48033
23,1024,48135
24,1025,48227
25,1026,48227
26,1027,48329
27,1028,48227
28,1029,48329
29,1030,48467
30,1031,48243
31,1032,48379
32,1033,48379
33,1034,48227
34,1035,48227
35,1036,48103
36,1037,48135
37,1038,48371
38,1039,48371
39,1040,48003
40,1041,48227
41,1042,48227
42,1044,48089
43,1045,48329
44,1046,48105
45,1047,48475
46,1048,48475
47,1049,48475
48,1050,48475
49,1051,48475
50,1052,48475
51,1053,48475
52,1054,48329
53,1055,48033
54,1056,48317
55,1057,48317
56,1058,48371
57,1061,48227
58,1062,48227
59,1063,48227
60,1064,48135
61,1065,48227
62,1066,48227
63,1067,48227
64,1068,48329
65,1069,48371
66,1070,48371
67,1071,48135
68,1072,48135
69,1073,48135
70,1074,48135
71,1075,48135
72,1076,48135
73,1077,48135
74,1079,48135
75,1081,48135
76,1082,48371
77,1083,48371
78,1084,48227
79,1085,48495
80,1086,48389
81,1087,48105
82,1088,48499
83,1089,48115
84,1090,48135
85,1091,48499
86,1093,48411
87,1094,48053
88,1095,48409
89,1096,48409
90,1097,48409
91,1099,48409
92,1100,48409
93,1101,48409
94,1102,48409
95,1103,48411
96,1104,48053
97,1105,48411
98,1106,48053
99,1107,48411
100,1108,48053
101,1109,48411
102,1110,48053
103,1111,48411
104,1112,48053
105,1113,48411
106,1114,48053
107,1115,48409
108,1116,48409
109,1117,48409
110,1118,48409
111,1119,48409
112,1120,48409
113,1121,48409
114,1122,48409
115,1123,48409
116,1124,48409
117,1125,48409
118,1126,48409
119,1127,48409
120,1128,48409
121,1129,48409
122,1130,48409
123,1131,48409
124,1132,48409
125,1133,48409
126,1134,48409
127,2001,48277
128,2002,48147
129,2003,48147
130,2007,48147
131,2008,48249
132,2009,48485
133,2010,48487
134,2011,48065
135,2012,48375
136,2013,48065
137,2014,48075
138,2015,48171
139,2016,48181
140,2017,48065
141,2018,48375
142,2019,48065
143,2020,48485
144,2021,48277
145,2022,48277
146,2023,48277
147,2024,48277
148,2025,48485
149,2026,48483
150,2027,48387
151,2028,48077
152,2029,48045
153,2030,48147
154,2031,48345
155,2032,48319
156,2033,48231
157,2034,48181
158,2035,48275
159,2036,48485
160,2037,48097
161,2038,48147
162,2039,48337
163,2040,48387
164,2041,48065
165,2042,48375
166,2043,48181
167,2044,48097
168,2045,48485
169,2046,0
170,2047,48181
171,2048,48107
172,2049,48439
173,2050,48277
174,2051,48077
175,2052,48065
176,2053,48061
177,2054,48485
178,2055,48485
179,2058,48065
180,2060,48277
181,2061,48487
182,2062,48159
183,2063,48181
184,2064,48277
185,2065,48097
186,2066,48433
187,2067,48485
188,2068,48009
189,2069,48181
190,2070,48499
191,2071,48379
192,2072,48097
193,2073,48169
194,2074,48169
195,2076,48169
196,2077,48097
197,2078,48097
198,2079,48101
199,2080,48337
200,2081,48427
201,2082,48009
202,2083,48485
203,2084,48009
204,2085,48009
205,2086,48161
206,2087,48125
207,2088,48379
208,2089,48379
209,2090,48085
210,2091,48023
211,2092,48181
212,2093,48065
213,2096,48107
214,2097,48107
215,2098,48107
216,2099,48107
217,2101,48181
218,2102,48181
219,2103,48181
220,2104,48181
221,2105,48181
222,2106,48181
223,2107,48181
224,2108,48005
225,2109,48485
226,2110,48097
227,2111,48383
228,2112,48077
229,2113,48277
230,2114,48277
231,2115,48277
232,2116,48277
233,2117,48277
234,2118,48277
235,2119,48277
236,2120,48277
237,2121,48387
238,2122,48147
239,2123,48375
240,2124,48181
241,2125,48181
242,2126,48097
243,2127,48393
244,2128,48393
245,2129,48147
246,2130,48207
247,2131,48207
248,2133,48363
249,3001,48265
250,3002,48265
251,3003,48441
252,3004,48353
253,3005,48385
254,3006,48253
255,3007,48441
256,3008,48083
257,3009,48435
258,3010,48463
259,3011,48299
260,3012,48171
261,3013,48441
262,3014,48053
263,3015,48423
264,3016,48081
265,3017,48081
266,3018,48451
267,3019,48451
268,3020,48451
269,3021,48417
270,3022,48335
271,3023,48157
272,3024,48413
273,3025,48411
274,3026,48441
275,3027,48441
276,3028,48441
277,3029,48333
278,3030,48451
279,3031,48441
280,3032,48441
281,3033,48415
282,3034,48415
283,3035,48339
284,3036,48411
285,3037,48499
286,3038,48353
287,3039,48499
288,3040,48399
289,3041,48081
290,3042,48081
291,3046,48423
292,3047,48353
293,3048,48499
294,3049,48253
295,3050,48465
296,3051,48465
297,3052,48265
298,3053,48441
299,3054,48441
300,3055,48399
301,3056,48441
302,3057,48441
303,3058,48431
304,3059,48431
305,3060,48431
306,3061,48431
307,3062,48431
308,3063,48431
309,3064,48499
310,3065,48353
311,3066,48307
312,3067,48353
313,3068,48353
314,3069,48441
315,3070,48441
316,3071,48441
317,3072,48451
318,3073,48271
319,3074,48271
320,3075,48319
321,3076,48271
322,3077,48417
323,3078,48415
324,3079,48415
325,3080,48415
326,3081,48415
327,3082,48441
328,3083,48441
329,3084,48441
330,3085,48335
331,3086,48335
332,3087,48335
333,3088,48441
334,3089,48441
335,3091,48441
336,3092,48441
337,3093,48137
338,3094,48441
339,3095,48441
340,3096,48033
341,3097,48415
342,3098,48033
343,3099,48441
344,3100,48253
345,3101,48299
346,3102,48253
347,3103,48441
348,3104,48053
349,3105,48053
350,3106,48053
351,3107,48265
352,3108,48281
353,3109,48415
354,3110,48415
355,3111,48431
356,3112,48431
357,3113,48431
358,3114,48451
359,3115,48263
360,3116,48415
361,3117,48415
362,3119,48271
363,3120,48271
364,3121,48353
365,3122,48353
366,3123,48463
367,3124,48171
368,3125,48441
369,3126,48463
370,3127,48353
371,3128,48353
372,3129,48499
373,3130,48253
374,3131,48441
375,3132,48095
376,3133,48415
377,3134,48415
378,3136,48415
379,3137,48353
380,3138,48327
381,3139,48399
382,3140,48059
383,3141,48353
384,3142,48451
385,3143,48083
386,3144,48399
387,3145,48499
388,3146,48267
389,3147,48281
390,4002,0
391,4003,48215
392,4004,48479
393,4005,48479
394,4006,48479
395,4007,48215
396,4008,48013
397,4009,48499
398,4010,48273
399,4011,48247
400,4012,48215
401,4013,48215
402,4014,48323
403,4015,48323
404,4016,48013
405,4017,48273
406,4018,48391
407,4019,48215
408,4020,48355
409,4021,48215
410,4022,48479
411,4023,48163
412,4024,48013
413,4025,48013
414,4026,48013
415,4027,48215
416,4028,48175
417,4029,48175
418,4030,48175
419,4031,48479
420,4032,48273
421,4033,48479
422,4034,48215
423,4035,48355
424,4036,48507
425,4037,48409
426,4038,48025
427,4039,48215
428,4040,48215
429,4041,48215
430,4042,48215
431,4043,48427
432,4044,48427
433,4045,48427
434,4046,48427
435,4047,48427
436,4048,48215
437,4049,48493
438,4050,48493
439,4051,48355
440,4052,48355
441,4053,48261
442,4054,48025
443,4055,48355
444,4056,48409
445,4057,48409
446,4058,48409
447,4059,48409
448,4060,48409
449,4064,48355
450,4065,48355
451,4066,48215
452,4067,48061
453,4068,48215
454,4069,48355
455,4070,48061
456,4071,48061
457,4072,48355
458,4073,48215
459,4074,48215
460,4075,48215
461,4076,48215
462,4077,48215
463,4078,48355
464,4079,48215
465,4080,48355
466,4081,48355
467,4082,48355
468,4083,48355
469,4084,48273
470,4085,48273
471,4086,48489
472,4087,48273
473,4088,48215
474,4089,48061
475,4090,48061
476,4099,48355
477,4100,48355
478,4101,48479
479,4102,48061
480,4103,48215
481,4104,48409
482,4105,48409
483,4106,48061
484,4107,48215
485,4108,48409
486,4109,48355
487,4110,48061
488,4111,48061
489,4112,48273
490,4113,48479
491,4114,48479
492,4115,48479
493,4116,48479
494,4117,48013
495,4118,48309
496,4119,48427
497,4120,48355
498,4121,48061
499,4122,48215
500,4123,48355
501,4124,48047
502,4125,48025
503,4126,48061
504,4127,48249
505,4128,48427
506,4129,48249
507,4130,48131
508,4131,48163
509,4132,48163
510,4133,48163
511,4139,48297
512,4140,48273
513,4141,48273
514,4143,48163
515,4144,48249
516,4145,48409
517,4146,48479
518,4147,48479
519,4148,48273
520,4149,48007
521,4150,48355
522,4151,48261
523,4152,48261
524,4153,48261
525,4154,48215
526,4155,48215
527,4156,48355
528,4157,48215
529,4158,48355
530,4159,48355
531,4160,48355
532,4161,48355
533,4162,48355
534,4164,48427
535,4165,48499
536,4166,48273
537,4167,48215
538,4168,48355
539,4169,48249
540,4170,48007
541,4171,48061
542,4172,48013
543,4173,48391
544,4174,48013
545,4175,48479
546,4176,48479
547,4177,48479
548,4178,48175
549,4179,48131
550,4180,48355
551,4181,48409
552,4182,48409
553,4183,48489
554,4184,48489
555,4185,48505
556,4186,48215
557,4187,48283
558,4188,48323
559,4189,48127
560,4190,48479
561,4191,48489
562,4192,48061
563,4193,48061
564,4194,48493
565,4195,48479
566,4196,48479
567,4197,48479
568,5003,48113
569,5004,48349
570,5005,48221
571,5006,48113
572,5007,48121
573,5008,48499
574,5009,48113
575,5010,48085
576,5011,48293
577,5012,48121
578,5013,48049
579,5014,48497
580,5015,48439
581,5016,48439
582,5017,48121
583,5018,48237
584,5019,48237
585,5020,48237
586,5021,48367
587,5022,48367
588,5024,48099
589,5025,48251
590,5026,48439
591,5027,48439
592,5028,48439
593,5029,48027
594,5030,48367
595,5031,48085
596,5032,48113
597,5033,48113
598,5034,48113
599,5043,48231
600,5044,48497
601,5045,48143
602,5046,48143
603,5047,48439
604,5048,48439
605,5049,48231
606,5050,48231
607,5051,48231
608,5052,48231
609,5053,48085
610,5054,48293
611,5055,48503
612,5056,48503
613,5057,48503
614,5058,48503
615,5059,48467
616,5060,48257
617,5063,48439
618,5064,48439
619,5070,48113
620,5071,48309
621,5072,48113
622,5073,48049
623,5074,48085
624,5075,48099
625,5076,48397
626,5077,48397
627,5078,48121
628,5079,48309
629,5080,48309
630,5081,48099
631,5082,48439
632,5083,48085
633,5084,48085
634,5085,48113
635,5086,48439
636,5087,48217
637,5088,48035
638,5089,48035
639,5090,48113
640,5091,48349
641,5092,48251
642,5093,48439
643,5094,48139
644,5095,48121
645,5096,48085
646,5097,48439
647,5098,48439
648,5099,48121
649,5100,48113
650,5101,48093
651,5102,48085
652,5103,48113
653,5104,48439
654,5105,48113
655,5108,48113
656,5109,48113
657,5110,48441
658,5111,48085
659,5112,48193
660,5113,48497
661,5114,48257
662,5115,48231
663,5116,48085
664,5117,48439
665,5118,48059
666,5119,48237
667,5120,48049
668,5121,48049
669,5122,48113
670,5123,48145
671,5124,48145
672,5125,48439
673,5126,48113
674,5127,48193
675,5128,48113
676,5129,48333
677,5130,48085
678,5131,48027
679,5132,48027
680,5133,48221
681,5134,48429
682,5135,48133
683,5136,48119
684,5137,48309
685,5138,48309
686,5139,48113
687,5140,48099
688,5141,48083
689,5142,48099
690,5143,48439
691,5144,48309
692,5145,48113
693,5146,48113
694,5147,48085
695,5148,48113
696,5149,48113
697,5150,48237
698,5151,48417
699,5152,48085
700,5153,48497
701,5154,48251
702,5155,48363
703,5156,48201
704,5157,48113
705,5158,48113
706,5159,48145
707,5160,48121
708,5161,48113
709,5162,48309
710,5163,48027
711,5164,48121
712,5165,48121
713,5166,48121
714,5167,48121
715,5168,48113
716,5169,48143
717,5170,48143
718,5171,48217
719,5172,48367
720,5173,48085
721,5174,48217
722,5175,48121
723,5176,48363
724,5177,48439
725,5178,48397
726,5179,48349
727,5180,48349
728,5181,48113
729,5182,48099
730,5183,48113
731,5184,48439
732,5185,48497
733,5186,48251
734,5187,48503
735,5188,48121
736,5189,48113
737,5190,48363
738,5191,48035
739,5192,48027
740,5193,48027
741,5194,48113
742,5195,48121
743,5196,48237
744,5197,48237
745,5198,48237
746,5199,48439
747,5200,48363
748,5201,48293
749,5202,48349
750,5203,48113
751,5204,48367
752,5205,48367
753,5206,48497
754,5207,48367
755,5208,48367
756,5209,48035
757,5210,48439
758,5211,48217
759,5212,48139
760,5213,48113
761,5214,48113
762,5215,48097
763,5216,48439
764,5217,48439
765,5218,48121
766,5219,48257
767,5220,48121
768,5221,48027
769,5222,48257
770,5223,48293
771,5224,48113
772,5225,48085
773,5226,48049
774,5227,48231
775,5228,48113
776,5229,48113
777,5230,48113
778,5231,48193
779,5232,48439
780,5233,48439
781,5234,48085
782,5235,48027
783,5236,48503
784,5237,48503
785,5238,48503
786,5239,48333
787,5240,48333
788,5241,48333
789,5243,48333
790,5244,48439
791,5245,48439
792,5246,48425
793,5247,48035
794,5248,48439
795,5249,48439
796,5250,48113
797,5251,48113
798,5252,48113
799,5253,48121
800,5254,48121
801,5255,48367
802,5256,48139
803,5257,48139
804,5258,48257
805,5259,48085
806,5260,48425
807,5261,48425
808,5262,48425
809,5263,48425
810,5264,48093
811,5265,48439
812,5266,48113
813,5267,48309
814,5268,48231
815,5269,48139
816,5270,48039
817,5271,48027
818,5272,48113
819,5273,48113
820,5274,48139
821,5275,48349
822,5276,48293
823,5277,48121
824,5278,48027
825,5279,48027
826,5280,48027
827,5281,48027
828,5282,48027
829,5283,48027
830,5284,48231
831,5285,48497
832,5286,48143
833,5287,48439
834,5288,48147
835,5289,48113
836,5290,48217
837,5291,48439
838,5292,48439
839,5293,48251
840,5294,48113
841,5295,48085
842,5296,48085
843,5304,48085
844,5305,48085
845,5306,48367
846,5307,48121
847,5308,48113
848,5309,48113
849,5310,48439
850,5311,48113
851,5312,48439
852,5313,48113
853,5314,48035
854,5315,48121
855,5316,48113
856,5317,48221
857,5318,48221
858,5319,48221
859,5320,48221
860,5321,48221
861,5322,48113
862,5323,48113
863,5324,48113
864,5325,48113
865,5326,48113
866,5327,48293
867,5328,48309
868,5329,48113
869,5330,48439
870,5331,48085
871,5332,48439
872,5333,48139
873,5334,48441
874,5335,48113
875,5336,48113
876,5337,48237
877,5338,48221
878,5339,48439
879,5340,48113
880,5341,48121
881,5344,48113
882,5345,48217
883,5346,48439
884,5347,48133
885,5348,48217
886,5349,48113
887,5350,48113
888,5351,48113
889,5352,48113
890,5353,48113
891,5354,48113
892,5355,48139
893,5356,48113
894,5357,48085
895,5358,48145
896,5359,48145
897,5360,48145
898,5361,48497
899,5362,48497
900,5370,48121
901,5371,48113
902,5372,48113
903,5373,48439
904,5374,48113
905,5375,48439
906,5376,48113
907,5377,48027
908,5378,48309
909,5379,48439
910,5380,48139
911,5381,48139
912,5382,48139
913,5383,48139
914,5384,48113
915,5385,48113
916,5386,48113
917,5387,48439
918,5388,48309
919,5389,48309
920,5390,48331
921,5391,48331
922,5393,48035
923,5394,48379
924,5395,48379
925,5396,48379
926,5397,48379
927,5399,48379
928,5400,48085
929,5401,48221
930,5402,48221
931,5403,48221
932,5404,48221
933,5405,48221
934,5407,48035
935,5408,48085
936,5409,48439
937,5410,48027
938,5411,48027
939,5412,48085
940,5413,48363
941,5414,48363
942,5415,48363
943,5416,48363
944,5417,48363
945,5418,48363
946,5419,48363
947,5420,48439
948,5421,48085
949,5422,48121
950,5425,48113
951,5426,48213
952,5427,48139
953,5428,48439
954,5429,48439
955,5430,48367
956,5431,48397
957,5432,48367
958,5433,48439
959,5434,48497
960,5435,48363
961,5436,48113
962,5437,48309
963,5438,48439
964,5439,48139
965,5440,48439
966,5441,48439
967,5442,48439
968,5443,48439
969,5444,48139
970,5445,48139
971,5446,48309
972,5447,48439
973,5448,48113
974,5449,48113
975,5450,48085
976,5451,48099
977,5452,48099
978,5453,48251
979,5454,48231
980,5455,48497
981,5456,48133
982,5457,48439
983,5458,48027
984,5459,48027
985,5461,48027
986,5462,48113
987,5463,48113
988,5464,48085
989,5465,48085
990,5466,48099
991,5467,48113
992,5468,48113
993,5469,48439
994,5470,48309
995,5471,48143
996,5472,48447
997,5473,48425
998,5474,48145
999,5475,48251
1000,5476,48349
1001,5477,48027
1002,5478,48113
1003,5479,48251
1004,5480,48251
1005,5481,48439
1006,5482,48113
1007,5483,48439
1008,5484,48059
1009,5485,48349
1010,6001,48029
1011,6002,48029
1012,6003,48021
1013,6004,48021
1014,6005,48021
1015,6006,48021
1016,6007,48021
1017,6008,48021
1018,6011,48187
1019,6012,48021
1020,6013,48029
1021,6014,48177
1022,6015,48029
1023,6016,48029
1024,6017,48187
1025,6018,48453
1026,6019,48453
1027,6020,48053
1028,6021,48453
1029,6022,48453
1030,6023,48453
1031,6024,48453
1032,6025,48029
1033,6026,48029
1034,6027,48021
1035,6028,48453
1036,6029,48255
1037,6030,48285
1038,6031,48285
1039,6032,48453
1040,6033,48453
1041,6034,48453
1042,6035,48453
1043,6036,48029
1044,6037,48029
1045,6038,48453
1046,6039,48453
1047,6040,48453
1048,6043,48029
1049,6044,48029
1050,6045,48029
1051,6046,48029
1052,6047,48029
1053,6055,48259
1054,6056,48091
1055,6057,48091
1056,6058,48091
1057,6059,48325
1058,6060,48029
1059,6061,48453
1060,6062,48477
1061,6063,48477
1062,6064,48477
1063,6065,48053
1064,6066,48187
1065,6067,48187
1066,6068,48187
1067,6069,48187
1068,6070,48187
1069,6071,48187
1070,6072,48187
1071,6073,48187
1072,6074,48187
1073,6075,48149
1074,6076,48149
1075,6077,48149
1076,6078,48149
1077,6079,48149
1078,6080,48149
1079,6081,48053
1080,6082,48053
1081,6083,48053
1082,6084,48491
1083,6091,48031
1084,6092,48177
1085,6093,48029
1086,6094,48029
1087,6095,48491
1088,6096,48055
1089,6097,48029
1090,6098,48453
1091,6099,48029
1092,6100,48493
1093,6101,48005
1094,6102,48493
1095,6103,48493
1096,6104,48029
1097,6105,48029
1098,6106,48029
1099,6107,48331
1100,6108,48331
1101,6109,48331
1102,6112,48325
1103,6113,48453
1104,6114,48029
1105,6115,48029
1106,6116,48491
1107,6117,48021
1108,6118,48491
1109,6119,48453
1110,6120,48453
1111,6121,48029
1112,6122,48285
1113,6123,48453
1114,6124,48091
1115,6125,48493
1116,6126,48453
1117,6127,48331
1118,6128,48029
1119,6129,48019
1120,6130,48453
1121,6131,48091
1122,6132,48453
1123,6133,48149
1124,6134,48491
1125,6135,48149
1126,6136,48491
1127,6137,48453
1128,6138,48019
1129,6139,48021
1130,6140,48491
1131,6141,48029
1132,6142,48029
1133,6143,48029
1134,6150,48029
1135,6151,48149
1136,6152,48029
1137,6153,48029
1138,6154,48031
1139,6155,48029
1140,6156,48053
1141,6157,48259
1142,6158,48477
1143,6159,48029
1144,6160,48453
1145,6161,48187
1146,6162,48187
1147,6163,48187
1148,6164,48187
1149,6165,48187
1150,6166,48187
1151,6167,48187
1152,6168,48029
1153,6169,48029
1154,6170,48029
1155,6171,48029
1156,6172,48123
1157,6173,48123
1158,6174,48029
1159,6175,48453
1160,6176,48453
1161,6177,48029
1162,6178,48029
1163,6179,48029
1164,6180,48493
1165,6181,48453
1166,6182,48029
1167,6183,48287
1168,6184,48453
1169,6185,48453
1170,6186,48453
1171,6187,48453
1172,6188,48089
1173,6189,48089
1174,6190,48285
1175,6191,48029
1176,6192,48051
1177,6193,48051
1178,6194,48453
1179,6195,48015
1180,6196,48143
1181,6197,48029
1182,6198,48029
1183,6199,48029
1184,6200,48029
1185,6201,48029
1186,6202,48055
1187,6203,48029
1188,6204,48029
1189,6205,48453
1190,6206,48287
1191,6207,48453
1192,6208,48453
1193,6209,48325
1194,6210,48053
1195,6211,48053
1196,6212,48053
1197,6213,48053
1198,6214,48053
1199,6217,48453
1200,6218,48055
1201,6219,48453
1202,6220,48029
1203,6221,48013
1204,6222,48453
1205,6223,48453
1206,6224,48453
1207,6225,48029
1208,6226,48031
1209,6227,48453
1210,6228,48209
1211,6229,48209
1212,6230,48209
1213,6231,48209
1214,6232,48453
1215,6233,48453
1216,6234,48029
1217,6235,48029
1218,6236,48029
1219,6237,48331
1220,6238,48453
1221,6239,48029
1222,6240,48493
1223,6241,48029
1224,6242,48029
1225,6243,48029
1226,6250,48029
1227,6251,48091
1228,6252,48031
1229,6253,48123
1230,6254,48453
1231,6255,48453
1232,6256,48453
1233,6257,48453
1234,6258,48453
1235,6259,48453
1236,6260,48453
1237,6261,48029
1238,6262,48491
1239,6263,48255
1240,6264,48255
1241,6265,48123
1242,6275,48029
1243,6276,48029
1244,6277,48209
1245,6278,48209
1246,6279,48187
1247,6280,48187
1248,6281,48029
1249,6282,48053
1250,6283,48493
1251,6284,48029
1252,6285,48259
1253,6286,48259
1254,6287,48029
1255,6288,48029
1256,6289,48453
1257,6290,48453
1258,6291,48029
1259,6292,48021
1260,6293,48021
1261,6294,48021
1262,6295,48021
1263,6296,48021
1264,6297,48021
1265,6298,48187
1266,6299,48091
1267,6300,48091
1268,6301,48091
1269,6302,48091
1270,6303,48091
1271,6304,48091
1272,6306,48453
1273,6307,48029
1274,6308,48325
1275,6309,48325
1276,6310,48029
1277,6311,48089
1278,6312,48029
1279,6313,48453
1280,6314,48029
1281,6315,48491
1282,6316,48491
1283,6319,48491
1284,6320,48029
1285,6321,48493
1286,6322,48493
1287,6323,48029
1288,6324,48029
1289,6325,48331
1290,6326,48051
1291,6327,48089
1292,6328,48259
1293,6329,48255
1294,6330,48453
1295,6331,48453
1296,6332,48029
1297,6333,48029
1298,6334,48029
1299,6335,48029
1300,6336,48019
1301,6337,48029
1302,6338,48331
1303,6339,48021
1304,6340,48177
1305,6341,48477
1306,6342,48453
1307,6343,48453
1308,6344,48453
1309,6345,48453
1310,6346,48013
1311,6349,48453
1312,6350,48453
1313,6351,48453
1314,6352,48029
1315,6353,48453
1316,6354,48453
1317,6355,48453
1318,6356,48029
1319,6357,48325
1320,6358,48491
1321,6359,48053
1322,6360,48053
1323,7001,48469
1324,7002,48201
1325,7003,48201
1326,7004,48201
1327,7005,48201
1328,7006,48201
1329,7007,48201
1330,7008,48201
1331,7009,48201
1332,7010,48473
1333,7011,48339
1334,7012,48157
1335,7013,48201
1336,7014,48201
1337,7016,48201
1338,7017,48201
1339,7018,48469
1340,7019,48469
1341,7020,48469
1342,7021,48469
1343,7022,48469
1344,7023,48469
1345,7024,48469
1346,7026,48167
1347,7027,48201
1348,7028,48201
1349,7029,48057
1350,7030,48057
1351,7031,48057
1352,7032,48057
1353,7033,48057
1354,7034,48057
1355,7035,48339
1356,7036,48339
1357,7037,48157
1358,7038,48157
1359,7039,48157
1360,7040,48071
1361,7041,48169
1362,7042,48469
1363,7043,48469
1364,7044,48469
1365,7045,48469
1366,7046,48469
1367,7047,48473
1368,7048,48473
1369,7049,48473
1370,7050,48339
1371,7051,48201
1372,7052,48157
1373,7053,48157
1374,7054,48201
1375,7055,48201
1376,7056,48201
1377,7057,48201
1378,7058,48057
1379,7059,48057
1380,7060,48057
1381,7061,48057
1382,7062,48057
1383,7063,48057
1384,7064,48057
1385,7065,48057
1386,7066,48057
1387,7067,48201
1388,7068,48481
1389,7069,48481
1390,7070,48201
1391,7071,48057
1392,7072,48167
1393,7073,48167
1394,7074,48167
1395,7075,48201
1396,7076,48201
1397,7077,48201
1398,7078,48201
1399,7079,48201
1400,7080,48201
1401,7083,48167
1402,7084,48167
1403,7085,48039
1404,7086,48201
1405,7087,48157
1406,7088,48157
1407,7089,48201
1408,7090,48339
1409,7091,48039
1410,7092,48201
1411,7093,48201
1412,7094,48201
1413,7095,48321
1414,7096,48321
1415,7097,48321
1416,7098,48321
1417,7099,48321
1418,7100,48201
1419,7101,48201
1420,7102,48201
1421,7103,48201
1422,7104,48201
1423,7105,48201
1424,7106,48201
1425,7107,48201
1426,7108,48201
1427,7109,48201
1428,7110,48201
1429,7111,48201
1430,7112,48201
1431,7116,48015
1432,7117,48201
1433,7118,48201
1434,7119,48201
1435,7120,48201
1436,7123,48057
